escaped_quote.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
escaped_quote.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=true
escaped_quote.json	com.alibaba.fastjson2.JSON	raw	PASS	changed=false
escaped_quote.json	com.alibaba.fastjson2.JSON	upstream_regex	PASS	changed=true
hex_spaced_field.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
hex_spaced_field.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=false
hex_spaced_field.json	com.alibaba.fastjson2.JSON	raw	FAIL:JSONException	changed=false
hex_spaced_field.json	com.alibaba.fastjson2.JSON	upstream_regex	FAIL:JSONException	changed=false
hex_unknown_first.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
hex_unknown_first.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=true
hex_unknown_first.json	com.alibaba.fastjson2.JSON	raw	FAIL:JSONException	changed=false
hex_unknown_first.json	com.alibaba.fastjson2.JSON	upstream_regex	PASS	changed=true
hex_unknown_last.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
hex_unknown_last.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=false
hex_unknown_last.json	com.alibaba.fastjson2.JSON	raw	FAIL:JSONException	changed=false
hex_unknown_last.json	com.alibaba.fastjson2.JSON	upstream_regex	FAIL:JSONException	changed=false
nested_hex.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
nested_hex.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=true
nested_hex.json	com.alibaba.fastjson2.JSON	raw	FAIL:JSONException	changed=false
nested_hex.json	com.alibaba.fastjson2.JSON	upstream_regex	PASS	changed=true
valid_control.json	com.alibaba.fastjson.JSON	raw	PASS	changed=false
valid_control.json	com.alibaba.fastjson.JSON	upstream_regex	PASS	changed=false
valid_control.json	com.alibaba.fastjson2.JSON	raw	PASS	changed=false
valid_control.json	com.alibaba.fastjson2.JSON	upstream_regex	PASS	changed=false
